game,rl_player,rl_team,winner,turns,capped,score_a,score_b,total_reward,avg_reward_recent,win_rate_recent,policy_loss,entropy,avg_selected_action_prob,grad_norm,weight_delta_norm,learning_rate,epsilon,temperature,decisions,explored_actions,sampled_actions,greedy_actions,checkpoint_path,eval_win_rate,eval_avg_reward,warning
2981,0,A,A,239,False,8,7,525.5,-95.34947656249999,0.41,13.334299087524414,0.47403255105018616,0.714193229591079,31.02140377376366,0.0002353580346920357,1e-05,0.1,1.0,28,4,24,0,,,,
2982,1,B,A,512,False,8,7,-556.5406250000001,-95.46053124999999,0.41,15.731346130371094,0.5302298069000244,0.6297564156222761,50.205264856375614,0.000231778378379219,1e-05,0.1,1.0,57,8,49,0,,,,
2983,2,A,A,406,False,8,6,485.134375,-85.49615624999998,0.42,-17.70599937438965,0.35117295384407043,0.7434652408451373,31.94422424665019,0.0002118835240386141,1e-05,0.1,1.0,39,2,37,0,,,,
2984,3,B,A,305,False,8,6,-512.27578125,-85.4935703125,0.42,20.582183837890625,0.5013971328735352,0.6530994385332578,37.67592631727197,0.00021529909246755926,1e-05,0.1,1.0,37,1,36,0,,,,
2985,0,A,B,234,False,3,8,-525.325,-85.69917968750002,0.42,1.7046595811843872,0.344936728477478,0.8305499862181023,8.226832106096811,0.00019329727934198115,1e-05,0.1,1.0,16,1,15,0,,,,
2986,1,B,A,356,False,8,7,-509.15625,-95.80711718750001,0.41,-9.338576316833496,0.4400878846645355,0.6892627662546963,28.36425848835719,0.00019141747621980365,1e-05,0.1,1.0,39,4,35,0,,,,
2987,2,A,B,208,False,6,8,-501.65,-95.6155703125,0.41,1.8918423652648926,0.9025686383247375,0.5523117879548898,9.324406538634435,0.0001777964579494809,1e-05,0.1,1.0,26,2,24,0,,,,
2988,3,B,A,212,False,8,5,-498.9140625,-95.61446875,0.41,5.77023458480835,0.37944531440734863,0.76676573128336,19.63208501620546,0.00016262203542386384,1e-05,0.1,1.0,18,3,15,0,,,,
2989,0,A,B,450,False,7,8,-537.0304687500001,-106.25383593750001,0.4,1.6868929862976074,0.5394544005393982,0.6196540437175144,39.60558099268567,0.00015495104515624055,1e-05,0.1,1.0,57,8,49,0,,,,
2990,1,B,A,250,False,8,6,-512.015625,-116.3592578125,0.39,0.42802420258522034,0.5350097417831421,0.6648283627416406,28.33564592039508,0.0001477499054372717,1e-05,0.1,1.0,28,0,28,0,,,,
2991,2,A,B,296,False,7,8,-508.25,-126.41778906249998,0.38,20.109148025512695,0.5407422780990601,0.6436661104125457,57.70550519262654,0.00018993720918169193,1e-05,0.1,1.0,42,5,37,0,,,,
2992,3,B,B,208,False,4,8,514.246875,-116.34646093749998,0.39,-6.200479984283447,0.40469372272491455,0.6661631427131283,30.753961623265724,0.00018038008663416399,1e-05,0.1,1.0,35,7,28,0,,,,
2993,0,A,A,427,False,8,7,483.30781249999995,-106.0684921875,0.4,-1.6660140752792358,0.46314191818237305,0.6899446520632516,33.003889558843156,0.0001744610118935105,1e-05,0.1,1.0,51,5,46,0,,,,
2994,1,B,B,377,False,6,8,515.765625,-95.7556484375,0.41,0.6424555778503418,0.6447561383247375,0.5843341759143958,31.41977505749772,0.00017550308607776403,1e-05,0.1,1.0,59,7,52,0,,,,
2995,2,A,B,419,False,7,8,-525.278125,-105.84592968750002,0.4,-21.747560501098633,0.5627210736274719,0.5916060444830112,54.7236092974952,0.0002134933693531058,1e-05,0.1,1.0,44,9,35,0,,,,
2996,3,B,B,339,False,7,8,494.04843750000003,-95.67346093750002,0.41,-4.2324395179748535,0.5246907472610474,0.6666566430662791,14.037956505552579,0.0001947978830759017,1e-05,0.1,1.0,43,2,41,0,,,,
2997,0,A,A,338,False,8,5,501.6234375,-95.7777265625,0.41,-6.083729267120361,0.4082629978656769,0.7540019778614884,37.27709875843843,0.00018702029811783598,1e-05,0.1,1.0,56,2,54,0,,,,
2998,1,B,B,296,False,5,8,505.35,-85.51507031249999,0.42,40.069061279296875,0.7346445322036743,0.5410558822255259,56.61449448325734,0.0003182991469678735,1e-05,0.1,1.0,45,6,39,0,,,,
2999,2,A,B,348,False,6,8,-509.8859375,-85.66685156250001,0.42,-35.0357780456543,0.47631406784057617,0.6363131794804597,68.36155239860084,0.0002995197375199016,1e-05,0.1,1.0,43,4,39,0,,,,
3000,3,B,B,361,False,7,8,504.4875,-85.67608593749999,0.42,24.479812622070312,0.22811509668827057,0.8001898675536211,41.81858394778001,0.0002851556414539796,1e-05,0.1,1.0,30,2,28,0,brandi_dog/agents/reinforcement_learning/checkpoints/agent_2/checkpoint_agent_2_3000.pt,0.3,-209.51617187499997,
3001,0,A,A,270,False,8,5,525.759375,-85.5940859375,0.42,-182.53329467773438,0.4751729965209961,0.6655334143175019,242.93009801924498,0.00030858488752348487,1e-05,0.1,1.0,36,8,28,364,,,,
3002,1,B,B,336,False,6,8,504.1359375,-75.420421875,0.43,10.7320556640625,0.6010146737098694,0.6621690377789108,37.70418942202867,0.000286594002352205,1e-05,0.1,1.0,38,3,35,0,,,,
3003,2,A,B,359,False,7,8,-515.77734375,-85.66466406250001,0.42,-25.240741729736328,0.5246593952178955,0.7186372251616735,37.84279366202722,0.00027126675282136323,1e-05,0.1,1.0,33,2,31,0,,,,
3004,3,B,B,359,False,6,8,517.6234375,-75.65326562500002,0.43,0.6091692447662354,0.3551523685455322,0.7560479726563109,24.4898770217345,0.0002450425335319084,1e-05,0.1,1.0,47,2,45,0,,,,
3005,0,A,A,290,False,8,5,514.79375,-65.25264062500001,0.44,1.4370532035827637,0.5483013391494751,0.7334983734921976,15.448021874241157,0.00022502950061193948,1e-05,0.1,1.0,33,3,30,0,,,,
3006,1,B,A,357,False,8,6,-518.7875,-65.42858593750003,0.44,5.018483638763428,0.6602852940559387,0.61003266798798,31.835327268411383,0.0003630194129894606,1e-05,0.1,1.0,40,4,36,0,,,,
3007,2,A,A,186,False,8,5,520.9015625,-65.29947656250002,0.44,4.486191749572754,0.2235201746225357,0.7823916141952758,43.61295643614077,0.00033882145209562797,1e-05,0.1,1.0,21,3,18,0,,,,
3008,3,B,B,323,False,6,8,503.13906249999997,-65.3396640625,0.44,-11.446873664855957,0.5402050018310547,0.6867169119447951,25.38198080833266,0.00030888783378693786,1e-05,0.1,1.0,37,3,34,0,,,,
3009,0,A,A,421,False,8,7,486.09999999999997,-55.39650000000002,0.45,7.19993782043457,0.5078281164169312,0.6033515739818024,90.9253583909975,0.000309027607689806,1e-05,0.1,1.0,52,6,46,0,,,,
3010,1,B,B,224,False,5,8,524.8703125,-44.88070312500002,0.46,2.490421772003174,0.6869766116142273,0.6480012803242124,6.3036129312256755,0.000278227257264471,1e-05,0.1,1.0,29,2,27,0,,,,
3011,2,A,A,409,False,8,6,518.8046875,-44.86034375,0.46,16.1215877532959,0.3924506902694702,0.728607555735267,28.494494560034536,0.0002515832888387331,1e-05,0.1,1.0,55,5,50,0,,,,
3012,3,B,A,445,False,8,7,-479.38984375,-44.56061718750002,0.46,0.31295859813690186,0.5407707691192627,0.6486834892970769,59.35542112084927,0.00024540187455849335,1e-05,0.1,1.0,54,7,47,0,,,,
3013,0,A,B,238,False,3,8,-515.00859375,-44.64258593750001,0.46,6.406610488891602,0.43244099617004395,0.6824509197724963,21.825246103032423,0.00023949256080044767,1e-05,0.1,1.0,14,2,12,0,,,,
3014,1,B,B,476,False,7,8,467.05937499999993,-45.28580468750001,0.46,-7.050764560699463,0.543868899345398,0.730055514896447,24.686861254802007,0.00021619530852175255,1e-05,0.1,1.0,47,3,44,0,,,,
3015,2,A,B,405,False,5,8,-544.5890625000001,-55.94375781250002,0.45,3.001744031906128,0.4513912796974182,0.7623534623918862,11.920522770813955,0.00019582024224679563,1e-05,0.1,1.0,29,1,28,0,,,,
3016,3,B,A,230,False,8,6,-481.17421875,-65.51404687500002,0.44,2.4854824542999268,0.7286882400512695,0.6512136912864187,21.4617460575329,0.0001816745929683581,1e-05,0.1,1.0,23,3,20,0,,,,
3017,0,A,B,293,False,7,8,-487.45625,-65.08714062500002,0.44,0.9707855582237244,0.7168561220169067,0.6384841535432315,25.017543151556243,0.0001657881466003166,1e-05,0.1,1.0,48,3,45,0,,,,
3018,1,B,B,363,False,7,8,495.3,-65.22581249999999,0.44,-7.8902153968811035,0.49250322580337524,0.6489014715965333,32.85347985043699,0.00015686107850122316,1e-05,0.1,1.0,48,4,44,0,,,,
3019,2,A,B,312,False,6,8,-509.42031249999997,-64.87829687500002,0.44,-56.22875213623047,0.5652181506156921,0.6801696361551397,106.23859955657699,0.00018108273267222709,1e-05,0.1,1.0,37,2,35,0,,,,
3020,3,B,A,353,False,8,7,-507.84140625,-75.05614843750001,0.43,-1.0148431062698364,0.3087950050830841,0.807104128983713,13.723849507876636,0.00016452416449339255,1e-05,0.1,1.0,31,0,31,0,,,,
3021,0,A,A,183,False,8,2,538.4140625,-64.50900781250002,0.44,6.292726039886475,0.38980621099472046,0.7252556171031472,32.51866685148734,0.00017014595992306518,1e-05,0.1,1.0,29,1,28,0,,,,
3022,1,B,A,353,False,8,7,-505.2265625,-64.61869531250001,0.44,-45.47795104980469,0.6269271969795227,0.6222920378980543,92.9299582396334,0.0002070900053101668,1e-05,0.1,1.0,45,3,42,0,,,,
3023,2,A,A,224,False,8,6,517.46875,-54.53302343750001,0.45,-1.5394648313522339,0.5111020803451538,0.722720466820257,23.065359723132225,0.0001923192277602299,1e-05,0.1,1.0,28,1,27,0,,,,
3024,3,B,A,321,False,8,6,-532.0093750000001,-54.52971093750002,0.45,-33.9771614074707,0.3228117823600769,0.691545213037037,46.37375701348836,0.00018603245906400167,1e-05,0.1,1.0,29,3,26,0,,,,
3025,0,A,A,444,False,8,5,496.340625,-54.50375781250002,0.45,3.5462725162506104,0.39871275424957275,0.7313166582664136,32.31984916476982,0.0001646304953196898,1e-05,0.1,1.0,65,4,61,0,,,,
3026,1,B,A,359,False,8,5,-558.0265625000001,-54.91766406250002,0.45,-2.7038371562957764,0.37874874472618103,0.8253243423998355,10.594056909848511,0.00014947509312469374,1e-05,0.1,1.0,40,2,38,0,,,,
3027,2,A,B,245,False,4,8,-510.6640625,-55.119695312500006,0.45,18.944679260253906,0.7127600908279419,0.5012335114157535,54.97233117580036,0.0002033748086879145,1e-05,0.1,1.0,26,5,21,0,,,,
3028,3,B,A,277,False,8,6,-516.30390625,-55.030109375,0.45,-9.955921173095703,0.44466888904571533,0.6142932690211307,40.06343020970421,0.00020961583284109746,1e-05,0.1,1.0,32,5,27,0,,,,
3029,0,A,B,198,False,5,8,-507.6921875,-65.03548437500001,0.44,3.3843905925750732,0.6744982600212097,0.6965960979299701,21.37717239894654,0.00019131564221550087,1e-05,0.1,1.0,23,0,23,0,,,,
3030,1,B,A,280,False,8,7,-502.3125,-74.81260937500001,0.43,10.299036979675293,0.5225043892860413,0.6503121816144771,41.39981461465229,0.00019701822018902937,1e-05,0.1,1.0,41,5,36,0,,,,
3031,2,A,B,254,False,7,8,-492.67734375,-74.58810156250001,0.43,8.199407577514648,0.5343501567840576,0.680852074633419,61.72307262940012,0.00045108254299896876,1e-05,0.1,1.0,42,3,39,0,,,,
3032,3,B,B,249,False,6,8,519.1421875,-74.23192968750001,0.43,-0.8289698362350464,0.401101678609848,0.7809616839212756,10.48473547249059,0.00040841862877037416,1e-05,0.1,1.0,31,2,29,0,,,,
3033,0,A,A,403,False,8,7,481.00781249999994,-74.60908593750003,0.43,-27.263751983642578,0.47928881645202637,0.7045780509710334,49.8255112811495,0.0003762167319474765,1e-05,0.1,1.0,40,3,37,0,,,,
3034,1,B,A,352,False,8,6,-491.0328125,-74.46652343750002,0.43,6.564444541931152,0.4894709289073944,0.6802441526839451,47.9402772817315,0.00034709446628812876,1e-05,0.1,1.0,45,6,39,0,,,,
3035,2,A,B,159,False,5,8,-506.0765625,-84.79735156250001,0.42,44.47000503540039,0.28560203313827515,0.7073271419044097,82.64319131437911,0.00035540693765494935,1e-05,0.1,1.0,17,2,15,0,,,,
3036,3,B,A,284,False,8,5,-531.2109375,-94.98310156250004,0.41,5.546724796295166,0.32638007402420044,0.7715410381427753,18.462528021388856,0.00032153759270726293,1e-05,0.1,1.0,23,2,21,0,,,,
3037,0,A,B,304,False,6,8,-510.13359375,-105.22246875000002,0.4,14.309149742126465,0.4359419047832489,0.7555331676042909,28.113706869207245,0.0003041950455581992,1e-05,0.1,1.0,37,2,35,0,,,,
3038,1,B,B,220,False,3,8,519.396875,-105.05348437500002,0.4,10.288128852844238,0.4720833897590637,0.696707861017785,12.914879838013821,0.0002763219653041609,1e-05,0.1,1.0,28,1,27,0,,,,
3039,2,A,B,228,False,5,8,-511.18203124999997,-104.66458593750004,0.4,0.06553017348051071,0.21821855008602142,0.8748335621573708,10.704787678789465,0.0002478968233639111,1e-05,0.1,1.0,11,0,11,0,,,,
3040,3,B,B,300,False,5,8,509.3515625,-94.59060156250003,0.41,1.5474873781204224,0.5866648554801941,0.6788411686817805,25.992246014610682,0.00023030648901695673,1e-05,0.1,1.0,39,2,37,0,,,,
3041,0,A,A,283,False,8,7,513.1921875,-94.44842968750002,0.41,0.1441616266965866,0.44465380907058716,0.7508812089314839,6.4329298576025336,0.0002073858987217913,1e-05,0.1,1.0,24,3,21,0,,,,
3042,1,B,B,285,False,7,8,510.053125,-84.2891796875,0.42,24.20806884765625,0.39788445830345154,0.7462838248957444,56.28454228735988,0.00022084908589866536,1e-05,0.1,1.0,40,4,36,0,,,,
3043,2,A,A,282,False,8,6,508.9546875,-84.19341406250004,0.42,34.21687316894531,0.25517737865448,0.7641378352371246,106.04990177389347,0.00033846025500051816,1e-05,0.1,1.0,43,5,38,0,,,,
3044,3,B,B,328,False,5,8,499.815625,-74.08560156250002,0.43,-15.735027313232422,0.4785568118095398,0.6322022350724604,48.98419800858207,0.0003061077461603032,1e-05,0.1,1.0,41,7,34,0,,,,
3045,0,A,B,289,False,5,8,-508.3015625,-83.90028906250001,0.42,-12.88330364227295,0.5417820811271667,0.6445042264660716,50.79200488931763,0.00028059391471507055,1e-05,0.1,1.0,45,6,39,0,,,,
3046,1,B,A,363,False,8,5,-520.828125,-84.0568046875,0.42,7.7057108879089355,0.3353961408138275,0.7465277875418189,22.486091849626415,0.0002522704443088827,1e-05,0.1,1.0,33,3,30,0,,,,
3047,2,A,B,310,False,6,8,-533.3953125,-84.20811718750001,0.42,-13.069086074829102,0.5441338419914246,0.6242905547613126,34.670594913796634,0.00024462518621045336,1e-05,0.1,1.0,35,3,32,0,,,,
3048,3,B,B,424,False,7,8,492.24687500000005,-74.25775781250002,0.43,1.4300674200057983,0.4480128884315491,0.7209510075105895,40.11656539218806,0.00025962792612327867,1e-05,0.1,1.0,53,6,47,0,,,,
3049,0,A,B,260,False,6,8,-500.1734375,-84.41730468750002,0.42,4.443386554718018,0.68719482421875,0.561008635070175,33.04002661983413,0.00024156647325413683,1e-05,0.1,1.0,40,4,36,0,,,,
3050,1,B,A,233,False,8,5,-512.85,-94.47549218750002,0.41,49.5086669921875,0.4242714047431946,0.6191913365024733,72.86270898700909,0.00022754006256604464,1e-05,0.1,1.0,21,4,17,0,,,,
3051,2,A,B,309,False,6,8,-510.6375,-94.31081250000003,0.41,-1.3521075248718262,0.6502808332443237,0.6575786549794046,14.110600558045533,0.00020941289886634764,1e-05,0.1,1.0,38,3,35,0,,,,
3052,3,B,A,312,False,8,6,-521.896875,-94.48181250000002,0.41,4.919409275054932,0.4147801399230957,0.7657758221030235,13.306015966277817,0.00019439713540787715,1e-05,0.1,1.0,32,1,31,0,,,,
3053,0,A,A,436,False,8,6,505.546875,-94.41534375000005,0.41,-0.9834668636322021,0.5166972875595093,0.6856981214257151,29.53266067969625,0.0001740329934668378,1e-05,0.1,1.0,60,5,55,0,,,,
3054,1,B,B,337,False,5,8,516.3796875,-84.12375000000002,0.42,-56.30491638183594,0.5489137172698975,0.648041379401771,81.74717450497208,0.0001649422054849731,1e-05,0.1,1.0,51,6,45,0,,,,
3055,2,A,B,250,False,6,8,-498.77109375,-94.30214843750004,0.41,-10.513476371765137,0.45333966612815857,0.6627486815373034,17.22193352134031,0.00014933195098060567,1e-05,0.1,1.0,23,4,19,0,,,,
3056,3,B,A,356,False,8,6,-497.85390625,-94.12288281250001,0.41,3.021726608276367,0.7188583016395569,0.6926272285392855,16.168264160679808,0.00013594750900150894,1e-05,0.1,1.0,43,3,40,0,,,,
3057,0,A,B,334,False,7,8,-489.92343750000003,-93.49798437500002,0.41,0.4502964913845062,0.47313517332077026,0.6262574843131006,27.24039425142013,0.00013162672831137597,1e-05,0.1,1.0,16,1,15,0,,,,
3058,1,B,A,315,False,8,6,-535.09921875,-93.54562499999999,0.41,-8.838752746582031,0.40836846828460693,0.6947659641145287,57.46424344316186,0.00013317629805802345,1e-05,0.1,1.0,39,4,35,0,,,,
3059,2,A,B,347,False,7,8,-496.0578125,-103.70200000000001,0.4,-33.56332778930664,0.3687503933906555,0.6454164975620167,75.39304304134754,0.0001467441808242779,1e-05,0.1,1.0,32,4,28,0,,,,
3060,3,B,A,257,False,8,5,-526.515625,-103.90028124999998,0.4,-10.789013862609863,0.38463324308395386,0.7595719012968016,19.946818450581198,0.00014033531786586195,1e-05,0.1,1.0,33,3,30,0,,,,
3061,0,A,A,285,False,8,6,517.9765625,-103.75764062499998,0.4,-28.29484748840332,0.4230388402938843,0.7319776756180958,44.07043091277275,0.00014039271420646663,1e-05,0.1,1.0,44,4,40,0,,,,
3062,1,B,A,320,False,8,5,-519.1421875,-103.79151562499996,0.4,12.399847984313965,0.4365111291408539,0.6317851335929673,76.68171184718068,0.00014227527643303123,1e-05,0.1,1.0,26,4,22,0,,,,
3063,2,A,B,392,False,7,8,-501.0421875,-103.60778124999999,0.4,-34.321983337402344,0.536981999874115,0.689751918613911,66.80922287857638,0.0001478561955300121,1e-05,0.1,1.0,50,6,44,0,,,,
3064,3,B,B,250,False,7,8,515.75625,-93.26610156249998,0.41,3.2266693115234375,0.5094559788703918,0.6315704804996746,56.38418694434012,0.00016687494217443525,1e-05,0.1,1.0,28,3,25,0,,,,
3065,0,A,A,282,False,8,7,515.3578125,-82.80177343749997,0.42,-31.402626037597656,0.431912899017334,0.6958387625723466,72.86755337135483,0.0004414054861927967,1e-05,0.1,1.0,39,4,35,0,,,,
3066,1,B,A,251,False,8,5,-516.0640625,-93.22499218749998,0.41,5.8790202140808105,0.5542402267456055,0.6440582871437073,39.11801981566245,0.0004073869268549196,1e-05,0.1,1.0,36,3,33,0,,,,
3067,2,A,B,287,False,6,8,-494.5234375,-103.29111718749996,0.4,27.721620559692383,0.48151910305023193,0.6412867372936552,68.70851467871508,0.00038967897379905145,1e-05,0.1,1.0,30,6,24,0,,,,
3068,3,B,B,489,False,7,8,492.1390625,-93.30842187499996,0.41,2.7492692470550537,0.46928155422210693,0.7230963414268834,51.340796314618686,0.0003563758770631311,1e-05,0.1,1.0,56,3,53,0,,,,
3069,0,A,B,333,False,6,8,-528.759375,-103.71196874999995,0.4,-3.8155643939971924,0.7850439548492432,0.5485018250257446,57.342490292260685,0.00032647584104414037,1e-05,0.1,1.0,49,11,38,0,,,,
3070,1,B,A,320,False,8,7,-511.4265625,-103.65124218749997,0.4,-13.429706573486328,0.4350396692752838,0.7083882726728922,38.30597033131831,0.000293739618574914,1e-05,0.1,1.0,45,4,41,0,,,,
3071,2,A,B,385,False,6,8,-515.534375,-103.98325781249996,0.4,-9.328956604003906,0.523129940032959,0.6948781434663397,34.81436750987576,0.00026472162021653556,1e-05,0.1,1.0,50,5,45,0,,,,
3072,3,B,A,470,False,8,7,-496.2296875,-103.96697656249995,0.4,7.053812026977539,0.3815053701400757,0.6080245667369546,141.2389011799449,0.00034338275779237316,1e-05,0.1,1.0,51,10,41,0,,,,
3073,0,A,B,255,False,5,8,-519.4140625,-104.02835156249995,0.4,4.516940593719482,0.6863957643508911,0.6613465224259666,14.945323157922138,0.0003080818144480118,1e-05,0.1,1.0,28,2,26,0,,,,
3074,1,B,A,230,False,8,5,-491.7265625,-103.72621093749999,0.4,-0.026132626459002495,0.5551811456680298,0.7392350470318514,30.515265961231883,0.0002780963763743127,1e-05,0.1,1.0,17,0,17,0,,,,
3075,2,A,A,332,False,8,7,495.4015625,-94.0549765625,0.41,-26.75806999206543,0.36128583550453186,0.7658303030198668,56.94981045775211,0.0002590538040528756,1e-05,0.1,1.0,41,3,38,0,,,,
3076,3,B,A,295,False,8,5,-516.03203125,-104.30054687499998,0.4,5.531611919403076,0.6188444495201111,0.6096657315820998,39.372832363112614,0.000259535829219057,1e-05,0.1,1.0,44,4,40,0,,,,
3077,0,A,B,313,False,5,8,-528.3781250000001,-104.5006640625,0.4,-7.055452823638916,0.5904468894004822,0.6745352435618548,26.398130919224148,0.0002694820364862525,1e-05,0.1,1.0,41,4,37,0,,,,
3078,1,B,A,311,False,8,5,-527.809375,-104.82732031249999,0.4,12.940604209899902,0.6976580619812012,0.4775135660311207,32.08401463320493,0.00026345888625343023,1e-05,0.1,1.0,24,4,20,0,,,,
3079,2,A,B,259,False,5,8,-527.11640625,-105.09423437499998,0.4,0.5425277948379517,0.48641449213027954,0.709978121885797,10.885241972487636,0.00023868828557087291,1e-05,0.1,1.0,32,1,31,0,,,,
3080,3,B,B,274,False,6,8,501.09375,-105.028296875,0.4,8.142740249633789,0.5845125913619995,0.698994782534154,22.852208785084578,0.0002221735275771916,1e-05,0.1,1.0,34,0,34,0,,,,
3081,0,A,A,466,False,8,7,486.3859375,-105.4194375,0.4,-30.387819290161133,0.5116502046585083,0.6825646831754728,64.45347662841004,0.0002051376488158103,1e-05,0.1,1.0,64,5,59,0,,,,
3082,1,B,A,306,False,8,6,-507.66953125,-104.9307265625,0.4,-1.8077445030212402,0.5253316164016724,0.6695838096110445,32.01098748995947,0.00018894535294577942,1e-05,0.1,1.0,38,0,38,0,,,,
3083,2,A,A,339,False,8,7,514.7796875,-104.6342734375,0.4,-13.415057182312012,0.6609214544296265,0.5786639620998036,62.8329881506096,0.00022919904764475633,1e-05,0.1,1.0,36,4,32,0,,,,
3084,3,B,B,423,False,6,8,480.89843749999994,-94.70253124999999,0.41,43.42157745361328,0.5818538665771484,0.5682753746689545,69.27704304708698,0.000243389122266773,1e-05,0.1,1.0,52,6,46,0,,,,
3085,0,A,B,461,False,5,8,-543.8109375,-94.887390625,0.41,-84.7753677368164,0.490083247423172,0.6680271146217487,129.5806325849098,0.0002541646583115955,1e-05,0.1,1.0,43,8,35,0,,,,
3086,1,B,A,221,False,8,6,-498.58437499999997,-94.78167187499997,0.41,-6.814284324645996,0.7414043545722961,0.6742509771960185,4.550305977781687,0.00022875728790102247,1e-05,0.1,1.0,17,1,16,0,,,,
3087,2,A,A,285,False,8,5,497.78281250000003,-84.78734374999998,0.42,-30.071704864501953,0.493594229221344,0.6167662542498216,57.4922500213824,0.00024060168377719696,1e-05,0.1,1.0,44,7,37,0,,,,
3088,3,B,A,374,False,8,6,-525.83671875,-85.05657031250001,0.42,1.511441707611084,0.37168121337890625,0.7403085666451261,47.70408248954605,0.00021893929140484055,1e-05,0.1,1.0,32,4,28,0,,,,
3089,0,A,A,248,False,8,6,516.68125,-74.519453125,0.43,-5.201379299163818,0.3593222498893738,0.6954081238040494,34.57080803967027,0.00020279571408020946,1e-05,0.1,1.0,18,0,18,0,,,,
3090,1,B,A,487,False,8,4,-549.6203125000001,-74.89550000000003,0.43,9.652255058288574,0.4671383202075958,0.6518751689475833,85.38988960664929,0.00024985815449681627,1e-05,0.1,1.0,66,12,54,0,,,,
3091,2,A,A,311,False,8,6,511.5078125,-64.697921875,0.44,1.7532566785812378,0.31644439697265625,0.8257519830949605,13.810113230816436,0.00022702479281867417,1e-05,0.1,1.0,32,2,30,0,,,,
3092,3,B,B,336,False,7,8,496.2234375,-64.87815625000003,0.44,9.684700012207031,0.6142516732215881,0.6704165073384005,59.67245181540081,0.00025586400955569815,1e-05,0.1,1.0,44,2,42,0,,,,
3093,0,A,A,193,False,8,4,540.1078125,-64.31015625,0.44,-12.838069915771484,0.6818905472755432,0.5851627691495604,47.313651444303645,0.0002556866675963407,1e-05,0.1,1.0,32,4,28,0,,,,
3094,1,B,A,355,False,8,7,-504.65234375,-74.51433593750001,0.43,10.598652839660645,0.3950249254703522,0.7293143858905973,16.40700307005736,0.00024016623173318894,1e-05,0.1,1.0,41,3,38,0,,,,
3095,2,A,A,395,False,8,7,505.6125,-64.20542968750001,0.44,-1.9683420658111572,0.351727694272995,0.7763127505179398,16.459434466470338,0.00022081813215894566,1e-05,0.1,1.0,40,3,37,0,,,,
3096,3,B,B,448,False,7,8,485.253125,-64.29338281250001,0.44,4.3819475173950195,0.46013787388801575,0.7387232231966993,26.808170396555205,0.00021952597178953714,1e-05,0.1,1.0,47,3,44,0,,,,
3097,0,A,B,479,False,6,8,-538.7921875000001,-74.69753906249998,0.43,17.562522888183594,0.5445742011070251,0.6717579447014151,42.729825476218664,0.0002394564389971259,1e-05,0.1,1.0,53,2,51,0,,,,
3098,1,B,A,309,False,8,3,-536.9703125000001,-85.12074218749999,0.42,29.55613136291504,0.7359519004821777,0.5627452871542533,82.45790789359017,0.0003330543590105565,1e-05,0.1,1.0,20,2,18,0,,,,
3099,2,A,B,282,False,6,8,-507.4875,-85.09675781249996,0.42,26.118064880371094,0.5874809622764587,0.6713593072361417,33.67024153050717,0.0003055312682881259,1e-05,0.1,1.0,36,2,34,0,,,,
3100,3,B,B,298,False,7,8,499.7828125,-85.14380468749998,0.42,-2.925652503967285,0.4232966899871826,0.7647911887615919,23.28401432605983,0.00028259113402216674,1e-05,0.1,1.0,29,0,29,0,,,,
3101,0,A,A,178,False,8,3,527.821875,-85.12317968749998,0.42,-18.726951599121094,0.5959325432777405,0.5378961231327786,47.530796969861285,0.00027555606785913714,1e-05,0.1,1.0,34,7,27,0,,,,
3102,1,B,B,279,False,6,8,514.15,-85.0230390625,0.42,3.757613182067871,0.6919663548469543,0.6031271678742108,27.498452550431264,0.00024831381467281646,1e-05,0.1,1.0,43,3,40,0,,,,
3103,2,A,A,199,False,8,5,525.521875,-74.610046875,0.43,21.97684669494629,0.6203287839889526,0.6584459713994875,32.3714865754249,0.0002463850625686667,1e-05,0.1,1.0,37,3,34,0,,,,
3104,3,B,A,354,False,8,6,-516.64375,-84.95271875,0.42,2.5808980464935303,0.5769826769828796,0.6518754154119802,24.46656021019897,0.00021772279142577114,1e-05,0.1,1.0,46,3,43,0,,,,
3105,0,A,B,322,False,7,8,-502.05625,-95.12121874999998,0.41,68.25041961669922,0.4093734323978424,0.6490643247962004,87.64234545666609,0.0002160391090793074,1e-05,0.1,1.0,28,3,25,0,,,,
3106,1,B,A,264,False,8,5,-513.621875,-95.06956249999999,0.41,6.949346542358398,0.656276524066925,0.5859772004094504,17.510410006652926,0.00020312172032833638,1e-05,0.1,1.0,33,5,28,0,,,,
3107,2,A,B,319,False,5,8,-523.4203125,-105.51278124999999,0.4,-3.7918193340301514,0.5065881013870239,0.6355197895969168,26.103121836684288,0.0001989170828299058,1e-05,0.1,1.0,42,6,36,0,,,,
3108,3,B,A,269,False,8,7,-472.9796875,-115.27396874999997,0.39,6.362636566162109,0.5942792892456055,0.6369247854620751,36.84121694581076,0.0001948912970416843,1e-05,0.1,1.0,28,2,26,0,,,,
3109,0,A,A,181,False,8,4,515.7,-114.97796874999996,0.39,-0.5815727710723877,0.47540172934532166,0.7255011478608305,10.096557613042814,0.00017308890697872908,1e-05,0.1,1.0,22,0,22,0,,,,
3110,1,B,A,376,False,8,6,-547.5,-125.70167187499996,0.38,58.67329788208008,0.48990076780319214,0.6078080871270738,94.63132367875306,0.0001894494445207191,1e-05,0.1,1.0,44,5,39,0,,,,
